tweet_id,safe_text,label,agreement
S9X7WA1R,AIDS N MMR Vaccination May Not Be Reliable in HIV Children Dr Siberry Vaccines may not work as reliably in url,0.0,0.6666666666666666
WPTF4LSL,The person who is one of the biggest advocate for not vaccinating kids says she has a degree from the university of Google mmmkay,1.0,1.0
X8S30I6F,A doctor finally discovered I had gotten GuillamBared which is a virus found in vaccines truth life awareness vaccines,-1.0,1.0
O364RHBM,I hear on MMR with ,0.0,1.0
ORYRKGDR, If they die go blind or infect BABIES that cant be vaccinated yet shame on them idiots,1.0,1.0
ZU5BRBO4,MMR is my next tape I cant front This shxt is ridiculous And might shut the city down Just saying,0.0,1.0
8YLUA19Y,To the idiots that dont vaccinate their children do you not see the world laughing at you,1.0,0.6666666666666666
XLX3D9RE, Whats wrong with getting measles I had it as a child That baby is fine rights choice vaccineexemption must stay,-1.0,1.0
YKEGLXJY,Measles Rears Its Ugly Head In the US AgainAbout the Same Time Obama Let all those So Amer Children into USWhats next FoxNews,0.0,1.0
0YOU56L4,CDC a record year for measles California has cases url,0.0,1.0
BZIA1FRI,Wont be at the Eastwood game tomorrow night because the MMR has rehearsal See you Monday Trooper Band,0.0,1.0
IWJ58EJR,Parents not vaccinating their children infuriates me to no end,1.0,0.6666666666666666
4WJL05GX,CoCoHealth official say they dont know if the adult with measles was vaccinated history unclear mapit url,0.0,0.6666666666666666
EENMVJXC,Getting my MMR vaccine Go to the doctor It might save your life West Des Moines Family Physicians url,1.0,1.0
UXULZQIQ,H NEW Provides immunity from liability for health care facility health care provider person closely held url,0.0,1.0
XDS81KTL,A Letter from Joni Ernst About Measles url WhenPigFarmersFly,1.0,0.6666666666666666
UXDV6W1J,Little bitch disease is going around make sure you get vaccinated,1.0,0.6666666666666666
8EOZGCGP,HEALTH TIP when youre about to sneeze be courteous and cover your mouth with the nearest antivaccination activist,-1.0,0.3333333333333333
TT131UHX,It has been confirmed that the MMR Measels Mumps Rubela vaccine causes Autism onlyinamerica,-1.0,0.6666666666666666
OHOD4QM2, Vax Injuries Include CA SB Vaccines MMR Hepatitis B DTaP DPT and HIB All Make the List url ,-1.0,1.0
3UYKCXYX,Everyone get the measles vaccine so this doesnt have to be a story anymore mmmkay,1.0,1.0
HPNH7D2N,hey everyone if you have a kid shoot em up with vaccines we aint tryna die of some shit thats preventable ja feel,1.0,1.0
TSRWJC99, On average people who complain live longer Releasing this tension increases immunity and boosts their health ,0.0,1.0
K3VUYAMA,Measles Vaccine Debate Brings Back Memories Of Philadelphia Outbreak url,0.0,1.0
YYBC8DXV,Worried about measles at Disney Blame low vaccination rates A Boston Childrens Hospital researcher has url,0.0,0.6666666666666666
9L6EVA73, please get your children vaccinated Not worth the risk of them infecting others Or enduring the pain it causes to your child,1.0,1.0
2YPCEL82,AIDS N HIV antibodies guarded monkeys from the disease for six months Theres no known vaccine for HIV but url,0.0,0.6666666666666666
FUQDMZDH,MMR TIME Virginia Mason University Village Medical Center in Seattle WA w url,1.0,1.0
HVCCK7RH,New Choices For Seasonal Flu Vaccines WebMD Health NewsBy Brenda Goodman MAReviewed by Michael W Smith url,0.0,0.6666666666666666
XUFWRY6I,What the News Isnt Saying About VaccineAutism Studies url,-1.0,0.6666666666666666
O8X9HA4W, I wasnt even talking about radiation You probably wont vaccinate your children either Snmh ,1.0,1.0
H20PC9GG,BTS w at MakingRecordsBreakingRecords OWWR jennifair mmr somage famous url,0.0,1.0
B300JLAU,Fri noon meet Golden Gate Bridge to save babies amp stop Vaccinations SB wear yellow Friday noon,-1.0,0.6666666666666666
5DIUYOPZ,Dont criticize my choice to partially vaccinate my child when you stand there amp run your hands under water for seconds without soap,-1.0,0.6666666666666666
UW7WBTCF,kot vaccine is the greatest public health innovation in the history kenya nairobi publichealth publichealth,1.0,1.0
G9N9AMPC, Antivaccination parents risk everybodys lives not just their own I rarely call for behavior to be criminalized but that does it,1.0,1.0
2ISR8LJT,Pakistan is arresting parents who dont vaccinate their kids against polio,0.0,0.6666666666666666
R80ZN8R8, As if vaccinations caused autism anyways,1.0,0.6666666666666666
QPH6T8Z6,AMNews Decades of Old Research Leads to Possible HIV Vaccine For Kids Researchers at Duke University have url,0.0,0.6666666666666666
X2ULUYVX,Is there is a vaccination for Affluenza Oh there is Its called slapping your kid,0.0,0.6666666666666666
BB1I1R55,SB Update In child protective services further providing for definitions for immunity from liability for url,0.0,1.0
JY6N9TC1,AMNews Pioneering Measles Vaccine Researcher Has Anecdotes Insight Perspective and Generosity to url,0.0,0.6666666666666666
TKYAOOW6, I had to give the highly nonspecific well have business news on MMR in ten minutes ,0.0,0.6666666666666666
ZFDWQ2U6, year vaccinations and school health forms check kaiser mom momlife Kaiser url,1.0,1.0
6O0Y8M8L,Shots time yet again Central District Health immunizations url,1.0,0.6666666666666666
L9S7S455, Every seconds a child dies from a vaccinepreventable disease globalmom jnj url Thats Sad,1.0,1.0
UXSDC5ZJ,GOD DAMMIT VACCINATE YOUR KIDS,1.0,1.0
D7F2ZAHV,Dont be an idiot Vaccinate your future freaking kids people Microbiology professor ,1.0,1.0
VDWW0YAA,Get your dumb ass kid vaccinated,1.0,0.6666666666666666
IBRL5LG4,Baby vaccination time,1.0,0.6666666666666666
S14UYRH3,Its all fun and games with measles but wait until polio or smallpox rears its ugly head VaccinateYourKids socialobligation,1.0,1.0
5S6FH2BP,Outbreak fears rise as childhood immunization exemptions increase The percentage of Arizona parents citing personal url,-1.0,0.3333333333333333
ZYKAGZJI,The zenith of BS gtgt CDC Says Ebola Vaccine Only Works on White People url url,0.0,0.6666666666666666
841RU7GL,H Enroll Immunity from Liability for Providing Free Health Care Services url,0.0,1.0
CF1BG6LS,Im Autistic And Believe Me Its A Lot Better Than Measles The Archipelago Medium url,1.0,1.0
YK72TP01, BREAKING Measles confirmed in Jersey City url AACK VaccinateYourChildren,1.0,0.6666666666666666
4XZ80CUS,pt See this is what happens when you dont vaccinate Diseases that are thought to be eliminated rise very quickly pleasevaccinate,1.0,1.0
6HCHS4CK, understand that Havent had to try repeat of MMR or DT Was told antihist would have to be used next time,0.0,1.0
6MGQ8HEG, How to Think About the Risk of Autism which is not caused by vaccines url,1.0,0.6666666666666666
V4MT649H,Bowie vs Prince th Last dance stop before meeting up with MMR pedalpalooza,0.0,1.0
KH7DBUJY, GOP STOP blaming Immigrants first Ebola now measles Which diseasesbrought their ancestors AINF url,0.0,1.0
4NXCHST8,Conversation at fifth grade lunch I would rather get a shot than get the measles right goaskyourmother outofthemouthsofbabes,1.0,0.6666666666666666
MSOYMXWW,Thimerosal mercury and MMR stole my son They KNEW They LIED CDCwhistleblower vaccinesNOVA ObamaSpeech url,-1.0,0.6666666666666666
QVBLNE6M, I am Simple statistics and science Vaccines arent perfect Much better than disease however,1.0,1.0
CDMFX7O1, We have been finding over the last years that it is this combination of HeadNeck Injury Vaccinesworst case scenario of ASD,0.0,0.6666666666666666
MV74H0WA,Have all players been vaccinated against measles Is proof of immunity policy Opportunity to encourage those previously misled SuperBowl,0.0,0.6666666666666666
EHP7IFHO, so by your logic if all measles vaccinations stopped today there would be no adverse public health issue,1.0,1.0
MMHWHA13,Do you think cooties are still the same as when we were kids or do you think we need to update the CircleCircleDotDot vaccine,0.0,1.0
RYEONY2A, Me and my wife dont vaccinate our children I agree Dr Mercola,-1.0,1.0
IWPG5Z7Q, BEING MOVED IN ON AMBRACING EMBESSZLEMENT AT KKRAAALL IMMUNITY AT RISK FOR GROUND SLUEING,0.0,1.0
A0T8B4JN, A workmate told me he believed vax might b dangerous I reminded him polio measles mumps are definitely dangerous priorities,1.0,0.6666666666666666
2W4ML17D, tells advocacyhealth GAVI is one of greatest global health stories cut vaccine cost by url,0.0,1.0
1SAYX3PS,Hepatitis B Vaccine Discontinued After Three Newborn Babies Die url,-1.0,0.6666666666666666
I8Y2N3X2,Study of more than kids finds no link between MMR vaccine and autism url,1.0,1.0
HB3ZBMXB,Adult flu vaccinations are available for OKCIC patients Call Public Health or your care team for an appointment url,1.0,1.0
XCEK1DWL,She told me she loves me and to have a gd night now I can sleep in piece ily MMR,0.0,0.6666666666666666
LY5FBJUI,Health department releases new immunization rules New Indiana health department rules require two chicken pox url,0.0,0.6666666666666666
99OGZ0M8,Packed house for ShotsForShots Thanks Kent Ohio for supporting immunizations for children in need worldwide url,1.0,1.0
1HIUBMHC,Measles Outbreak Sparks Vaccine Debate The topic of measles vaccinations has become a fullon debate with the url,0.0,0.6666666666666666
TGP40WGT,The facts dont lie badcorrupt science in basic MMR vaccine controversy great comic that tells the story url,-1.0,0.6666666666666666
5ZUVPLX5, If you force everyone to fund vaccinations without choice you run the risk of missing out on more effective solutions,-1.0,0.6666666666666666
IUHRPJW8,Officials investigate possible measles case Baltimore County health officials are investigating a possible case of url,0.0,0.6666666666666666
4EO8JMLR, I cant My brother had an awful reaction And my friends child developed autism after her first vaccines,-1.0,1.0
F9W7KXTK, like literally measles,0.0,1.0
RPWVQYSZ,And also via direct vax schools TN utilized pharmacies as primary route getting out HN vaccine PS,1.0,0.6666666666666666
3PN9P15B,The latest study showing no connection between vaccinations and autism VaccinateYourKids url,1.0,1.0
IB60TSMZ,This mmr mixmasterrod dc dj live photoshop instadc saturday madhatterdc url,0.0,1.0
QISV5KF5, th annual Health amp Wellness event palmspringsunitedmethodist immunizations backtoschool url,0.0,0.6666666666666666
P9E3XE9N,Stuffing my brain with chapters worth of immunity responses and infection procrastinationgamesostrong,0.0,1.0
AZNYPR6F,Ebola vaccine trials set to begin in September Officials at the World Health Organization said that the first url,0.0,0.6666666666666666
J1HLNEYH,Help prevent overdose deaths by calling WA law provides immunity from possession charges url,0.0,1.0
BEKDDH5H,New Vaccination for Children Required url,0.0,0.6666666666666666
TTATH6U2,Theres an interview on TV about a girl who doesnt wanna risk vaccinating her child because modern medicine can cure measles,1.0,0.6666666666666666
JEPHLF4L,Co And Signed Antivaxx kills There should be no religious exemption for vaccination requirements,1.0,1.0
CZ53OTW2,Combatant immunity excuses killing by military mbrs IAW law of war including collateral deaths CIA is civilian lacks combatant immunity,0.0,1.0
26J3UNYV,Why are people getting measles at Disney ,0.0,1.0
NBBBVOVB, watched my daughter suffer and still suffering years later Gardasil vaccine injured,-1.0,1.0
2J3KVQ5J,HB Engross Public health and safety animal quarantine requiring rabies vaccination effective date url,0.0,0.6666666666666666
L0NYPX9P,The pharmaceutical companies just want your money Nigeria done said that vaccine the red cross got is the disease Wake up fam,-1.0,1.0
6Y4SMELK,Its world AIDS day May we find a vaccination for this devastating disease Love those affected and educate those to about safesex,1.0,0.6666666666666666
P5PVDG2D,vaccinations cause autism shut the fuck up no they do not lol,1.0,1.0
5R3D7R2M,Measles patient visited multiple locations in DCFairfax Co Prior to Diagnosis A confirmed case of measles is url,0.0,1.0
2ZZCHGZG,Several Disneyland employees diagnosed with measles The happiest place on Earth just got a bit sadder for some of url,0.0,0.6666666666666666
6ZNJVA3Q,Roses are red Grasses are green My child caught autism From the MMR vaccine,-1.0,0.6666666666666666
86YWAKSI,Health Mother Whose Son Died From Flu Complications Urges Others To Get Vaccinated By Stephanie StahlPHILADELPHIA url,1.0,1.0
MK5T1XK2,Flu vaccines are highly recommended for people and older In the Centers for Disease Control and Prevention url,1.0,1.0
Q67GPF4H, yea those bats are babies carriers Scares me to death My dogs if course are vaccinated but still,1.0,0.6666666666666666
E8PYBBDZ,Why you should and shouldnt worry about measles Measles has become relatively rare in the United States thanks url,-1.0,0.3333333333333333
XHGKHPQU, in children are wo lifesaving vaccines pls change this amp put immunizationfirst on the Summit agenda,1.0,1.0
SCX4XU6L,MMR carnival for a yr old and a year old to ride rides learning the church encourages tweeting about their shitty Carnival priceless,0.0,1.0
MGCNCJR6,MEANWHILE AT DISNEYLAND DISNEYLAND FUNNYSTUFF LMAO MEASLES MIKEYMOUSE MINNIEMOUSE DISNEY url,0.0,1.0
TCO9WK8R,Please get vaccinated amp vaccinate your children for measles I almost died at weeks of age from measles contracted from a yr old cousin,1.0,1.0
5R3DXHKO,Correlation vs Causation Vaccinate your kids people url,1.0,0.6666666666666666
SIZ2CR2M,Very scary the measles,0.0,1.0
IO3MO1ZY,CDC Warns of Large Outbreak of Measles url via CDC MeaslesOutbreak measles,1.0,0.6666666666666666
1H93JHGG,Meningitis Vaccine so I can go to school amp safely give mouth to mouth because u know how often that happens url,1.0,0.6666666666666666
4GAJ5FEQ, with a little tweaking though that Nationwide ad would be an awesome provax PSA Ill never grow up I caught measles,1.0,0.6666666666666666
R6PI58M3,New X Come Over ManyMenRecords MMR NothingButHits Link in url,0.0,1.0
UDPDVK4D, an argumentative essay I chose immunizations being required for children,1.0,1.0
9AQHD8W8,Finishes Reddit post on how religious people are stupid Puts on fedora and walks into a party You know vaccines cause autism right,0.0,0.6666666666666666
SD1W8P09, has anyone connected measles with an ongoing flood at our southern border cluelessPOTUS,0.0,1.0
DKEFDE3K,Vaccines dont deliver themselves so we invest in health systems argues ,1.0,0.6666666666666666
APEI238N,Immunizations for school ,0.0,0.6666666666666666
CFBW5LDJ, AUTISM been around longer than vaccines amp prevalent in Countries who dont have vaccines url great site,1.0,1.0
59IUX74F, definition of stupidity try something Wait Measles that would billions of times around the world with terrible results ,0.0,0.6666666666666666
9IFMM254,CVS caught lying about risks of highdose flu vaccines pushed onto senior citizens with aggressive bribery schemes url,-1.0,0.6666666666666666
36SE17EW,Study Explores Medical Exemptions From School Vaccination Requirements Across States Findings suggest need to e url,0.0,1.0
R7TVTO6N,HPV vaccine myths put health lives at risk say health leaders Airing the facts url,1.0,1.0
9WQORUXF, get that bump checked out Maybe you have measles or something,0.0,1.0
QRD0DYH6, CDC scientist William Thompson says we hid the truth of MMRAutism link CDCwhistleblower BS url,-1.0,0.6666666666666666
GLCYSO8P,I hope gets his measles vaccine before venturing into Ohio,0.0,1.0
594YU842, I choose not to vaccinate my kids and my klonopin amp ambien make me feel good about it,-1.0,0.6666666666666666
2ANIVK6Y,I would so much rather my kid have autism than polio Vaccinate your offspring Damn,1.0,1.0
ZYMN4K7Z,CDC Vaccine Information Statements Update url,0.0,0.6666666666666666
7HKO0H0U,Per vaccine schedule your child will receive vaccines not including flu shots Alot of pediatricians give shots in one visit WHAT,-1.0,0.3333333333333333
H0AOWY84,Well done in sharing common sense amp sharing science about the measles outbreak ,0.0,0.6666666666666666
FOI5OWII, you need vaccines to go to school You must send your kids to some type of school You need vaccines to work most places Force,1.0,0.6666666666666666
FWDVHJNF, But the amnt of exposure she had to other causes for Autism at the same time are vast No scientific evidence for vaccine cause,1.0,1.0
UA9XKAHJ,View from the boardroom likeaboss mmr Columbia Tower Club url,0.0,1.0
59NY55RM,AIDS vaccine created at OHSU may clear virus from body An HIV vaccine created by researchers at Oregon Health amp url,0.0,0.6666666666666666
27CJ1FFI,Remember when I said that it annoys me when parents dont vaccinate their children Yeah Now everyone is at risk url,1.0,1.0
JEO5K6DY, question is the MMR Training app obsolete Its now the mapmyrun upgrade to mvp Will the coaching help wcouch to half marathon,0.0,1.0
8ETNKRD5,Deadline nears for whooping cough vaccine A simple message reading No TDAP No Shot No School is posted in fro url,1.0,0.6666666666666666
WOE1J7KF,Austerity is not a Vaccine to Crisis It is a Parasite with Pandemic Potential It Drains Life Killing Slowly OccupyChicago,0.0,1.0
FFZIP5EI, and the fact that I work where the measles patient visited nbd,0.0,1.0
QX07YHW0,Disneys parks revenue rises despite measles outbreak url,0.0,0.6666666666666666
IIAPBG6E, is leading amp participating in the st crossborder vaccination campaign into Syria immunizing children url,1.0,1.0
Y1NXZI8X,Hepatitis A linked to frozen berries from Costco vaccine available today at clinics Local health officials url,1.0,0.6666666666666666
K2YXFSSY, duh Child vaccines required Adults are not Come with some real info,1.0,1.0
LHEDMDQF,Brilliant covers US measles outbreak using the loaded language we use to cover foreign countries url,0.0,1.0
MLYI6HOZ,Miners fight is on the field Pregame is being learned fast MMR UTEP,0.0,1.0
539A9KZW, My sis went to find out about the follow up measles shot,0.0,0.6666666666666666
8F7O00CJ,Vaccinations work We dont know what causes autism That is all,1.0,1.0
3MSZF562, have you considered spreading measles to ISIS yet Your welcome,0.0,0.6666666666666666
G2C3FNM1,ForEverGreen Ebola Vaccine HIV Vaccine Black Plague Black Death Vaccine Yersinia Pestis Vaccine url,0.0,0.6666666666666666
XOFBT7VR,BART Riders Commuting to San Francisco Possibly Exposed to Measles After Patient Rides Train BART riders commuting url,0.0,1.0
N2DB0UAI,Man who contracted measles traveled in Clallam King counties while contagious url,0.0,1.0
O5SK0ZFB, Possible Ebola Vaccines Rely on Cells From Aborted Babies url tcot url Not surprised,-1.0,0.3333333333333333
WULBHQM1, bad immunities poor baby,0.0,1.0
AFHG5JCQ,Just saw Jenny McCarthy in an ecig commercial Im sure her smoking has NOTHING to do with her kids autism Definitely the vaccines Yup,1.0,1.0
RQX52938,OneNiteOneMicOneCity MMR BBoyEnt mixing mastering hiphop indie sessions studio Orpheus url,0.0,1.0
7XOOBCEC, Schumer Wants Measles Vaccine More Accessible url,1.0,1.0
ZWKIYOEI, HN flu pregnant women can safely take vaccine url healthnews,1.0,1.0
EUT1HZPW,vaccinate your kids its science,1.0,1.0
I110AY8G,I dont vaccinate my kids WordDealBreakers wtf,-1.0,0.3333333333333333
BQ135Y8U,Officials Suspected Case Of Measles At Princeton University Princeton University sent out an email Wednesday url,0.0,1.0
5AGCUKS4, News More than measles cases in just four months in England url health Has Jenny McCarthy visited lately,0.0,0.6666666666666666
EFP34W8V,If you refuse to vaccinate your kid because you think it increases the risk of developing autism YOU ARE REALLY DUMB FOR REAL,1.0,1.0
B9L3Z1NI,Child visiting Marthas Vineyard diagnosed with measles A child visiting Marthas Vineyard from another state was url,0.0,1.0
32GR9QFA, Our yrold son has Autism and I would amp did absolutely have him vaccinatedHis life is worth being healthy for,1.0,1.0
6RG3NJ2V,Disneylands measles just made the news here in NC,0.0,1.0
5CS4DSQO, measles cases reported at Ill day care center Three more babies who attended a Chicagoarea day care center are url,0.0,0.6666666666666666
LT6PHQRD,CDC Flu Vaccine Least Effective In A Decade url,0.0,0.6666666666666666
TZBER8V1,Hey Tim When our first baby was born in TucsonAZ the pediatrician said she would NOT treat us if we werent immunizing Hired,1.0,0.6666666666666666
6PK0ECOJ,Conn expanding childhood vaccination program HARTFORD Conn AP The Connecticut Department of Public Health is url,0.0,0.6666666666666666
T408BAE0,Pence urges Hoosier families to vaccinate kids as measles spreads INDIANAPOLIS In a statement released Tuesday url,1.0,1.0
GYY4FRJS,Health officials see slight uptick in vaccinations New numbers from the Arizona Department of Health Services show url,0.0,1.0
O7YGH609, read the before and after stats on measles and vaccinations baseline Alarming I guess things change when you have kids,1.0,1.0
NB8CZABM, On average people who complain live longer Releasing this tension increases immunity and boosts their health ,0.0,1.0
EQZVU0JM, CDC reports decline in HPV vaccinations url Not good preventHPVcancers,1.0,1.0
CHA70U37,Dont vaccinate your kids Little coffins are cheaper than big ones,1.0,0.6666666666666666
Q1BFY513,Proof Measles Outbreak Causesd By Measles Shot url,-1.0,1.0
4G3CSIKY,Best moment at spotlightheath surgeongeneral giving elmos friend Baby David a vaccine url,1.0,0.6666666666666666
GYTMUZ74,When parents protect their children from vaccines its called kidnapping when hospitals kidnap children to url,0.0,0.6666666666666666
WFXC2FQM, Does current measles outbreak have roots in reckless congressional oversight,0.0,1.0
YLKKMY72,Josh Linkner Spread vaccine not disease with your mood actions Josh Linkner Reinventing Career Company url,1.0,1.0
69YG0WX2, dont kid yourself it mutates high rate no vaccine People are global mobile Predict gtgtgt rapidly,-1.0,0.6666666666666666
SOI1HZI1,Get your fucking baby vaccinated damn,1.0,1.0
9TPVUVKY,Suspected measles case linked to Paradise Valley school The principal at Kiva Elementary in Paradise Valley sent url,0.0,1.0
8TXYRM58,ELB Protect children from misguided parents I had measles back in when I was a child That was before the vaccine against ,1.0,1.0
FZ35HPSS,Senator Pan shares his concern about protecting those who cannot have immunizations such as babies PTAKIDS url,1.0,0.6666666666666666
A68E82IT, Things to Know About San Diegos Measles Outbreak url,0.0,1.0
1CN4D9G5,Is the measles out break really from the antiVax community or from the vaccine itself url,-1.0,0.6666666666666666
THCIMHK9,A visit to Kakuma refugee camp in Kenya underscores the need for action on measles url ,0.0,1.0
74TZYKID,Free BacktoSchool Immunizations url url,1.0,0.6666666666666666
MVIAF5UY,Ive never thought Id be glad that BART doesnt go to Marin We have enough measles on the trains already,0.0,0.6666666666666666
B59FBEV1,Seward in children in the US age years not vaccinated for measles measles ,0.0,0.6666666666666666
6UB5NF2J, except when it comes to childhood vaccinations,0.0,0.6666666666666666
25ZWWJPP,Just vaccinate your kids,1.0,0.6666666666666666
HVVYSTHV,Panthers got the measles and they miss the playoffsdont get the measles and miss the playoffs duckslifelessons,0.0,1.0
OFYYWANL,Vaccine increases diseasefree survival for follicular lymphoma patients Study on personalized therapy may lead to url,0.0,0.6666666666666666
LYX1ZYES,My MMR is still really high Tbh I think I can skip gold if I win promos,0.0,1.0
DIP7UMJ1,Vast majority on antivaccine people were vaccinated as children Wonder how many fewer if they hadnt been measles polo etc victims,1.0,1.0
C5JGBH90,nd measles case reported in Denver area A man exposed to the measles at a Lone Tree doctors office is url,0.0,1.0
S8UZHG3D, GOP STOP blaming Immigrants first Ebola now measles Which diseasesbrought their ancestors AINF url,0.0,0.6666666666666666
TFKDOGR2,Just got mmr shot Ths one hurts like nothing b F,0.0,0.6666666666666666
AUTP3M7V,Waiting to be immunized for TB Im scared bc needles r the actual worst Srsly Im rly scared and I feel Im awaiting my death rn,1.0,0.6666666666666666
BEPV94OW, is dyingand yelling that she has measles and needs to see a doctor now bc shes dying url,0.0,1.0
AGW7WAF4,In some in US indulged in unfounded Ebola fears meanwhile s of antivaxxers have left us open to epidemic of preventable measles,1.0,0.6666666666666666
XPG3N8VW,Guys dont vaccinate your kid but feel free to puff an ecig over their crib Jenny Macarthy,1.0,1.0
711J5EXK,Very concerning on talking about measles outbreak in the US imported from traveling,0.0,1.0
VT7JOF08,Do you have the weasels Do you means the measles ,0.0,0.6666666666666666
72WCKV5Z,WARNING A baby with measles was in public places prompting a warning from local health officials url,0.0,0.6666666666666666
K5M3KUUF,Come Turn Up a SOBs this Monday RRR MMR SRTMG Charlotte Marriott City Center url,0.0,1.0
I86CTU04,Still lovin Disney and measles free Disney California Adventure url,0.0,1.0
B1S474O0,An nonimmunized child must be treated differently by docNeed to recognize that deadly vaccine preventable diseases are possible Vaccines,1.0,0.6666666666666666
RX6BTEJU,Started RT AIDS vaccine created at Oregon Health amp Science University url url,1.0,0.6666666666666666
H628H2HG, you can sleep when your dead,0.0,1.0
QOZLJVX2,Please vaccinate yourself and kids One of the dumbest things you can say is that its not good for you,1.0,1.0
SUN7DW4Y,Put em on a registry RT You should get fined not vaccinating ur kid url url,1.0,1.0
K2WS87GE,Seriously just vaccinate your kids,1.0,1.0
QDA4YTJT,Antivaccination movement contributing to year high measles outbreak WASHINGTON Sixtyeight and url,1.0,0.6666666666666666
407YJPF3,Prevent the flu We can vaccinate your children and you kidsfirst flushot now available url,1.0,0.6666666666666666
QRW8DR02, Bottom line Measles were eradicated in the US in now they are back Get vaccinated MeaslesOutbreak measlesvaccine,1.0,1.0
E3Y5MHN1,My mother is convinced that I will contract the measles because she cant remember if I was inoculated for it as a child She had one job,0.0,1.0
6J04QZ1W,Silly Hollywood logic vaccines are bad amp dangerous for kids but Botox is ok,1.0,1.0
DZRKDWGW,Long day turned to longer At the animal hospital with my poor pug had vaccinations today and is all swollen Im crying like a baby,1.0,1.0
8P0R2S1A, oh did u see the tweet abt aborted babies in vaccines geez,0.0,1.0
ZS798D5O,Shots Immunization Dallas County Health amp Human Services in Dallas TX url,1.0,1.0
ZHE0Y956,Be a dragoncon superhero that fights deadly diseases like whooping cough flu and zombyism by going to Marriott M for a free vaccine,1.0,1.0
V8FF7UKY,How will Californias new vaccine exemption standards impact parental attitudes California passed a hotly url,0.0,0.6666666666666666
U8D5PVML,Teaching kiddos how to stay healthy this winter with this ImmuniTeaClove and cinnamon make url,0.0,0.6666666666666666
EMVOJ3SR, In other words they dont trust a licensed MS physicians word that my son shouldnt receive vaccines due to his injury,0.0,0.6666666666666666
AQ3LJ9AB,Back at SoBe Come Show Love mmr dmv dj instava va nattybo top edm remixes fun url,0.0,1.0
172A7S51,Family Doctor Tip Vaccines an important part of childhood travel to foreign countries url,0.0,0.6666666666666666
JONKWMJ2,My niggaz so sick got tha Measles Thiz for my Niggaz Trapping in Regals ,0.0,0.6666666666666666
DZIYA423,This female and her vaccinations I cant deal Scandal ,0.0,0.6666666666666666
ROCVXKHZ, there was a link between vaccines and autism,-1.0,1.0
SIRAX31W,California lawmakers aim to limit vaccine exemptions url,1.0,0.6666666666666666
FYXJVYN1,What Im your religion says you cant get vaccines Do you open to page paragraph and it says thou shall not vaccinate your child,1.0,1.0
VM3B757U,And I blame people not vaccinating their children as a reason why different illnesses are making a come back,1.0,0.6666666666666666
ZWIN34K9, fighting for dumbbells is a problem Thats like fighting for measles,0.0,1.0
XUAQBFT3,Great overview of HPV amp HPV vaccines by url,0.0,0.6666666666666666
WCD8E6N2,Tetanus arm surprisingly doesnt ache but the MMR arm I wish would fall off and let a new less complaining one grow back,0.0,1.0
5XRJAW8W,California has established itself as a national leader on public health Vaccines url,1.0,1.0
M38M0KFB, Yes measles was wiped out amp because new moms didnt see new cases they didnt vaccinate their children Now they have no defense,1.0,1.0
YGY4IDR4,CDCwhistleblower vaccineautism link is Tuskegee revisited REAL STORY OF REAL FRAUD url,-1.0,1.0
MAYYH04J,CNN Schools have closed Monday the th of February due to a measles outbreak Check to see if yours is closed url,1.0,0.6666666666666666
HSQAVF9C,Lightweight watching out if my cold is actually measles ,0.0,1.0
1M5SRIMU,Congestion sinus headache sore throat body aches Yep the kiddos have temporarily defeated my immunity system cold teacherproblems,0.0,1.0
OH6R832X,My s HealthNut Parents Didnt Vaccinate Me This Is What My Childhood Was Like url via ,-1.0,0.3333333333333333
EBOXM7F5,url measles outbreak traced measles mary who was fully vaxed VaccineDebate,0.0,1.0
8VTDULU8,Measles Mumps Drawn on freckles,0.0,1.0
POBS9BO7,If you dont believe in vaccinations you are an idiot and might as well let your kid eat lead paint hopeyougetmeaslesandsmallpoxatonce,1.0,0.6666666666666666
56MMCJSN,If you dont vaccinate your children you deserve to have them taken away from you,1.0,0.6666666666666666
X5J2T8PJ,Personal Belief Exemptions For Vaccines Under Fire A personal belief exemption can be used by a parent to url,0.0,1.0
SCYWF4OV, vaccines cause SIDS Autism Fluoride causes Down Syndrome LBJS hit man MARSHALS finger print matches pinky on Oswalds rifle,-1.0,0.6666666666666666
4Y75EP2E, there are plenty of NON CHRISTIANS that wont let their kids get vaccinated Inc Orthodox Jews Parents of Autism,-1.0,0.6666666666666666
CFUOZRBB, vaccinations work and are safe Its not a choice when herd immunity fails and people die Idiots,1.0,1.0
YUOQ6UZE, vaccines and sore arm later we are cleared to travel Kenya Andre Allen County Health Dept url,1.0,1.0
V1Q3O62K,Parents who support antivaccine activists should have child services take their kids away or just not be allowed have kids period,1.0,1.0
LIERPRSD,Beware The Statists are winningBroward mom accused of kidnapping girl to avoid vaccination caught and jailed url,0.0,0.6666666666666666
7H9GP9DG,With open borders we have diseases that we had eradicated Measlesmumpsand some we never heard of Build the freaken WALL,0.0,0.6666666666666666
ZFEPICFY, wanna have some fun tonight measles,0.0,1.0
UARNMTDG, Did u c new Mayo Clinic cancer cure on lady with tumors all over Gave her measles vaccine and shes cured On news today,1.0,1.0
SA8SU19Y,Saying Mainstream Media as if its a cabal of evil misinformation is the same type of paranoia behind vaccines cause autism journalism,1.0,0.6666666666666666
W6NZQ79A,Parents Warned That Vaccinating Kids May Turn Them Gay url via ,-1.0,0.3333333333333333
