tweet_id,safe_text,label,agreement,label name
J4JAL1DM,I measles kid vaccine ineffective year I got it. It hellish. Wouldn't wish anyone. #Measles2015,0.0,0.6666666666666666,neutral
GIS93775,Children's Museum Houston Offer Free Vaccinations <>,0.0,0.6666666666666666,neutral
P6190L3Q,"Pneumonia vaccine: women w risk pulmonary disease, see ACOG tweet <>",1.0,0.6666666666666666,positive
8FJLUA0X,<> hate everyone vaccinated kid?,-1.0,0.6666666666666666,negative
XVUKGF57,"District Columbia Confirms Second Case Measles 2015: Tuesday, February 17, 2015Today, District of… <>",0.0,0.6666666666666666,neutral
K64SSBSM,<> mmr de plat 4 smells elojob,0.0,1.0,neutral
8SYLB8P8,Who okayed likely unvaccinated Jenny McCarthy put smack dab Times Square among 1 million people? #influenzapandemic #MMR,1.0,1.0,positive
MTP4MWW6,"<> I always thought measles, mumps, rubella.",0.0,1.0,neutral
0QQPJ1OU,Chicago-area measles cases put spotlight day care centers <>,0.0,1.0,neutral
PCKK4QLO,"Physicians back day-care vaccination: Amid outbreaks preventable illnesses central Ohio, health officials... <>",1.0,1.0,positive
YGZKKIXK,There measles outbreak California.,0.0,1.0,neutral
W0Z4LB87,This 28-year-old WA woman first person U.S. die measles infection 12 years <>,0.0,1.0,neutral
1IK8BN7T,Death threats made office state vaccine bill author: Death threats made office state vaccine bill… <>,0.0,1.0,neutral
W47JBMFJ,"<> Why arguments name calling accusations. My kids got vaccines smoke pot, thankfully.",1.0,1.0,positive
BWJ8OF3A,US measles tally already among worst 15 years <>,0.0,1.0,neutral
VS9DQEJ7,Measles case confirmed Plano ISD school <>,0.0,1.0,neutral
US3KVTA9,<> Better measles! #tamiflu,0.0,0.6666666666666666,neutral
18X7KXP0,<> yeah theres thousands kids died horrible deaths parents refused vaccinate fear autism,1.0,1.0,positive
U89H1D2X,"😂😂😂 “<> U measles booty bitch, <> unblock NOW! 😂😂😂 <>",0.0,1.0,neutral
0GOWN6QJ,<> going Disneyland tomorrow. I'm praying get measles 🙏,0.0,1.0,neutral
F221P0IP,Omg I hate part- took Vixen back vaccines I hear cry I well may cry myself. She scared :(,1.0,0.6666666666666666,positive
K33FHTTN,A 26 year old U.S. woman kidnapped ISIS confirmed dead yesterday debating government outbreak measles...,0.0,0.6666666666666666,neutral
KFHLFMXJ,Denton County Miscalculates Vaccination Exemptions: Denton County officials say recalculating number… <>,0.0,0.6666666666666666,neutral
OPWQNZ4F,“<> Many deaths #preventable. About 90% flu-related pediatric deaths occur #those didn’t get vaccine. #fluvaxstats” site paper!,1.0,1.0,positive
P4U8C6GP,"Still step Piers Morgan. RT <> Who shows picture ""scar"" measles shot? CNN, THAT'S WHO, DAMMIT",1.0,1.0,positive
FC77MGTL,"This happens listen celebs instead educated, knowledgeable practitioners. #unwise #measles #getyourkidsvaccinated",1.0,1.0,positive
21JTHRTZ,“<> Children avoid getting forced vaccinated schools declaring religious beliefs.” WTF WHY DIDNT I,-1.0,0.6666666666666666,negative
DPCXLKEF,Children's Museum Houston Offer Free Vaccinations <>,1.0,0.6666666666666666,positive
R5Q9SGB2,"<> flu vaccine small amounts Mercury, bad you. You build immune system healthy lifestyle.",-1.0,0.6666666666666666,negative
SW8FMUSJ,"Great. ""<> One unvaccinated child started 20-state measles epidemic: <>",1.0,1.0,positive
5MM2WID1,CDC Director Smacks Down Republican’s Idiotic ‘Immigrants Brought Measles’ Theory - <>,0.0,0.6666666666666666,neutral
AG6J710E,Vaccines& meds get approved FDA becuz pharmaceutical companies test 3rd wrld countries report deaths #fuckedup,-1.0,1.0,negative
1T8067AG,Went #Disneyland messed around got #measles 😰😷 #LoveTheseGirls #DisneyFamily another… <>,0.0,1.0,neutral
YC6PBIND,Measles Explained — Do You Really Need To Vaccinate?: <>,-1.0,0.6666666666666666,negative
070ZFKVU,"All cases import-associated, meaning cases likely exposed traveling country measles endemic. <>",0.0,1.0,neutral
6M8EM4GM,"<> also, vaccinate kids here? I'm pretty sure everyone east got course kids that.",1.0,0.6666666666666666,positive
7DB3MVQN,“<> People complain live longer. Releasing tension increases immunity improves overall health.” I'll 100 I die😂,0.0,1.0,neutral
0MUSBCCB,"We know kill zombies, measles? Why I use games teach science. #scicomm <>",0.0,1.0,neutral
II5IDT3W,<> concerned employer health insurance covering women's birth control things like Viagra vaccines,1.0,1.0,positive
3SW380CP,Fucking measles outbreak 18th century,0.0,0.6666666666666666,neutral
PQ7VUX9Q,"Everything carries risk, benefit comes higher form, questions asked. #vaccineswork",1.0,1.0,positive
U8D5PVML,Tea-ching kiddos stay healthy winter Immuni-Tea...Clove cinnamon make… <>,0.0,0.6666666666666666,neutral
008FHPOT,AM-News : Morning Break: Aggressive HIV; Measles Not Mickey's Fault: Researchers Belgium say have… <>,0.0,0.6666666666666666,neutral
NEX48ZBO,<> <> #Ebola scare... Ppl bemoaned oh vax. Now 1 prevent measles u don't... #BogglesMyMind,1.0,0.6666666666666666,positive
JA7XOTSR,If baby vaccinated neither Yorkie.😂😂😂😂,1.0,1.0,positive
ROCVXKHZ,"<> ""...there link vaccines autism""",-1.0,1.0,negative
YXXHGHS0,"<> one time keep overwhelming immune system. MMR, DPT, POLIO, HEPATITIS overwhelming.",-1.0,0.3333333333333333,negative
QF6OB33B,"Autism risk linked pesticides - ""NOT vaccinations"" - <>",1.0,0.6666666666666666,positive
36UGMXSJ,VACCINATE YOUR CHILDREN PEOPLE!!!! That's fucking disgusting!,1.0,1.0,positive
3X4HVYVF,Rotavirus vaccine greatly reduced gastroenteritis hospitalizations children <>,1.0,0.6666666666666666,positive
H1YFCRQO,And yall swear people wanna vaccinate kids crazy lol okay,-1.0,0.6666666666666666,negative
2X6HSZUI,"There scientific research whatsoever showing connection vaccinations autism, one discredited article quack.",1.0,1.0,positive
8OG8JCNF,Measles outbreak: man suspected died disease Swansea <>,0.0,1.0,neutral
HTMTN7IE,"More families choosing vaccinate children. Tomorrow 10, one mom shares personal story.… <>",0.0,0.6666666666666666,neutral
FAW1QWEN,A378 [NEW] Establishes civil immunity damages arising birth injury congenital defect physicians... <>,0.0,1.0,neutral
8JT7DC7K,“<> Open letter Grandmother daughters regarding #Gardasil #HPV #vaccine #health <> <>,1.0,0.6666666666666666,positive
U6YSAMM6,"Oh one word difference; lakes community high school, grant immunity high school.",0.0,0.6666666666666666,neutral
CPFZOKWC,Free Back To School Immunizations Today: Back school shots available today. <>,0.0,0.6666666666666666,neutral
2NX2QR1Z,It really sickens parents refuse vaccinate children.,1.0,1.0,positive
1RY2U2T8,"As Measles Spreads, Anti-Vaccination Parents Stay Mostly Silent: As measles virus spreads, many… <>",0.0,1.0,neutral
ZDBKRLDZ,AIDS N : Large HIV vaccine trial launch South Africa: The US National Institutes Health (NIH) partners… <>,0.0,0.6666666666666666,neutral
IX6M4EMA,Vaccinate kids!!..0please people.,1.0,1.0,positive
VYWMAUOG,"Health officials encouraging public get flu vaccine early: Flu season horizon, year the... <>",1.0,1.0,positive
SI0EQ8CB,"😭😭😭 “<> No , ones might get sick RT <> Do YALL believe kids vaccinated?”",1.0,0.6666666666666666,positive
AKN06FV7,#followdatbag #followyourdreamsbutdontsleep bro djhpnotiq #teamfollowdatbag #MMR #FDBDJ #datbag… <>,0.0,1.0,neutral
W8BCZD1H,“<> Your vagina measles.” get outta,0.0,1.0,neutral
GWH2YA4Q,"old world steelo going villains tavern dtla, I think made cure measles.. looking whiskey",0.0,1.0,neutral
IRK6O9OE,#vaccineswork Vaccinate goddamned children <>,1.0,1.0,positive
S7IB065S,"Officials: 6 measles cases confirmed Illinois: Six cases measles confirmed Illinois, including… <>",0.0,1.0,neutral
5HY6756R,".<> 1 5 children w/o lifesaving vaccines, pls change &amp; put #immunizationfirst <> Summit agenda",1.0,1.0,positive
6D92OYVN,"Measles case confirmed central Indiana: INDIANAPOLIS, Ind (July 25, 2014)–State health officials have... <>",0.0,1.0,neutral
7HKO0H0U,"Per vaccine schedule, child receive 75 vaccines, including flu shots. Alot pediatricians give 9 shots one visit. WHAT??",-1.0,0.3333333333333333,negative
EQV52YHH,“<> Neuroscientist Makes It Clear Why Aluminum Adjuvants Should Not Be In Vaccines ” sloppy science <>,-1.0,0.6666666666666666,negative
FPHSSDLM,<> I dont believe medical science vaccines rise killing generations,-1.0,1.0,negative
CA16V3MW,Parents Concerned Measles Outbreak Grows <>,0.0,1.0,neutral
31ZFRPS7,Mississippi nation’s best child vaccination rate. It's one 2 states allow religious exemptions <>,1.0,0.6666666666666666,positive
MRIKTSQS,<> A popular one cite profits made vaccinations. Or correlations autism based CDC vaccination schedule.,-1.0,0.6666666666666666,negative
89CYXINM,<> <> <> <> I support notion. Ask kids adults succumbing measles thoughts.,1.0,0.6666666666666666,positive
UH1NQNMJ,.<> talks <> importance vaccinating children <> morning. <>,1.0,1.0,positive
MP3YRCVU,Many On-Campus Residents Lack Measles Vaccination Records: More third Illinois’ colleges universities… <>,0.0,1.0,neutral
D45D5ZPX,It Ebola exploded vaccines escaped limbo trapped in. Now diseases lurk <>,0.0,0.6666666666666666,neutral
G0R64CWV,"Coming home ""vacation"" somewhere around 63 bug bites. I look like I measles chicken pox Or something like that.",0.0,1.0,neutral
SNIUDDKD,"Why important #vaccinate #vaccineswork ""<> Measles update: <> says working w/ <> <>",1.0,1.0,positive
XLA9CL37,<> Thank standing CA parents children support <> #vaccineswork,1.0,1.0,positive
0IQC9Q9Z,"<> If U R parents infant small child considering immunization, listen 2 doctor fear monger like CHICKEN LITTLE.",1.0,1.0,positive
MUGIECOU,Authorities report King County measles exposure: Authorities say international traveler coming central Asia… <>,0.0,1.0,neutral
7Z82FKJB,"Measles all-time high US first time 20 years. Get kids vaccinated, yo. #ItWillNotCauseAutism",1.0,1.0,positive
5VQJ5IJ9,<> #crying #MMR,0.0,1.0,neutral
JFWJBDU3,U.S. Surgeon General applauds Indiana’s high measles vaccination rate: As measles outbreak inches closer to… <>,1.0,0.6666666666666666,positive
BZZQD6ON,So Pittsburgh McDonalds serving heroine happy meals measles outbreak bus... Great.,0.0,1.0,neutral
LL9F1FXA,<> As soon cover something like measles. There's malaria u need 5 vaccines. Somebody died tock bite,0.0,0.6666666666666666,neutral
UO655GKW,"<> <> <> #Mom genes cause ASD, toxic ingredients #vaccines cause #ASD <>",0.0,0.6666666666666666,neutral
FBFL512L,Six Month-Old Baby Dies Just Five Days After Receiving 13 Vaccines <> They say COINCIDENCE,-1.0,0.6666666666666666,negative
TV9D2PKB,<> never I say didn't. All I said kills brain cells. GB polio vaccine paralyzed tens thousands. I'm saying,-1.0,1.0,negative
RC9MCHSH,AIDS : HIV-Infected -Exposed Children Exhibit Lower Immunogenicity Hepatitis B Vaccine ... <>,0.0,1.0,neutral
C1TRN6O0,Baby Measles prompts closing day care California. Update 10.,0.0,1.0,neutral
QILPNAGU,SF2136 [Engross] A bill act requiring immunization meningococcal disease certain students. (F... <>,0.0,0.6666666666666666,neutral
L8ZSA5DJ,2nd measles case reported Denver area: A man exposed measles Lone Tree doctor's office is... <>,0.0,1.0,neutral
31NLZEXX,"Timing matters, <> In 2008, infamous vaccination / autism study yet debunked. <>",1.0,1.0,positive
RF2PGXJQ,Vaccine critic keeps seat local regional health board: Vaccine critic Mike Fagan remains member Spokane… <>,0.0,1.0,neutral
BO1XXP15,And get measles,0.0,0.6666666666666666,neutral
JCBVUNH8,Does anyone good (recent?) empirical citation importance childhood immunizations?,0.0,0.6666666666666666,neutral
CHNKQW6Z,Officials: 8 suburban Chicago residents measles: Health officials say three cases measles been… <>,0.0,1.0,neutral
8DCH5W0Q,Measles outbreak brings new guidelines Ohio health-care workers: The state making sure health-care... <>,0.0,1.0,neutral
NAKRBNC6,"Only 14% people Disneyland measles outbreak unvaccinated, 100% fault, claims propaganda <>",-1.0,0.6666666666666666,negative
ALFT8211,"Concerning . . .""<> 5 babies attend daycare Chicago diagnosed measles: <>",0.0,1.0,neutral
8KSI9GVB,Wealthy Hollywood parents skipping vaccinations kids whooping cough - <> via <>,1.0,1.0,positive
I1VJO50A,"Dennis Ogbe, US Paralympian &amp; Polio Vaccine Advocate. Truly inspiring! #vaccineswork @ Crystal City <>",1.0,1.0,positive
MGSNOZUI,Lol got email school measles,0.0,1.0,neutral
1ING3AF5,And even IF autism caused vaccines (which isn't!) I would still prefer autism polio child. #soapbox,1.0,1.0,positive
LMNHVZ3Z,Disneyland measles outbreak reaches Mexico <>,0.0,1.0,neutral
4IPXYBBA,"It's 2015, vaccinate kids. <> played significant part utter lunacy. Terrible. F. #worstmotherever",1.0,1.0,positive
YQHMPQMM,Health Officials Confirm 11th Measles Case Cook County: Cook County Health Officials Wednesday confirmed an… <>,0.0,0.6666666666666666,neutral
EXB1VM7M,"“<> On average, people complain live longer -- Releasing tension increases immunity boosts health.” <>",0.0,1.0,neutral
MS69VHCX,<> weird bronze last season im high silver mmr gold,0.0,1.0,neutral
1Q3JRCVK,If I ain't illest nigga I'm new vaccine really like poison new jack swing,0.0,0.6666666666666666,neutral
BESZM8PJ,"<> <> My 8 kid's vaccine, I like attitude.",1.0,0.6666666666666666,positive
JK6YKYSY,"""<> Disneyland Measles Cases Still Trail Ohio Amish Outbreak As Largest In Recent History <>",0.0,1.0,neutral
RK2U3N1W,Disney parks-linked measles outbreak grows 70 cases <> via <>,0.0,1.0,neutral
IEYZ2371,Two confirmed cases measles Tarrant County: Health officials give details two people who... <>,0.0,1.0,neutral
LAIML62C,Shocked I walked <> practice &amp; asked I #WestAfrica. They worried #Ebola &amp; #measles.,0.0,0.6666666666666666,neutral
2Y39NLHP,<> <> Syrian kids valid excuse vaccinated whole civil war thing?,-1.0,0.3333333333333333,negative
PODCZX0J,"Good point child vaccines bill- ""small employr also want pay kids pay all""<> <>",0.0,0.6666666666666666,neutral
B3SNQJ0X,historical &amp; scientific critique theory vaccines prevent &amp; lowered disease rates <>,-1.0,0.6666666666666666,negative
DSL4KA47,Yuppie moms wrong. Transitions lenses cause autism vaccines,1.0,0.6666666666666666,positive
B3LO6CSI,Children must vaccinated! <>,1.0,1.0,positive
590XNEZQ,California Is Now Safer Thanks Mandatory Vaccination Law <>,1.0,1.0,positive
7KHL38SH,"""True Love like measles get once"" - 7 brides 7 brothers",0.0,1.0,neutral
F42T2LO8,California governor signs strict school vaccine legislation: Gov. Jerry Brown wasted time Tuesday signing a… <>,1.0,0.6666666666666666,positive
S09FHNTD,"Best priced 3 car garage home MMR. This beautiful home features panoramic mountain city light views, excel <>",0.0,1.0,neutral
7UV3URON,<> favorite mmr calendar girl..,0.0,1.0,neutral
Y8O6RKU2,<> I finally got whooping cough vaccine month ago. helps slow spread diseases hopefully,1.0,0.6666666666666666,positive
J83K5THB,Disneyland Measles Outbreak Highlights The Importance Of Vaccines <>,1.0,1.0,positive
XOFYU233,"47 states impacted nasty flu outbreak,including KS &amp; MO. Free flu vaccine kids TODAY KCMO Health Dept. Troost #kctoday",1.0,0.6666666666666666,positive
WHCFYV6G,Notice mention people vaccinated! OC High School Sends Non-Vaccinated Students Home. <>,0.0,1.0,neutral
ALOW0NXT,“<> Mercury levels rising Hawaiian tuna... <> Tuna causes autism!!! #VaccinateYourKids,1.0,0.6666666666666666,positive
XC3U2TRI,<> <> <> <> U cover #autism-#vaccines link? Why R U shilling?,0.0,0.6666666666666666,neutral
Z0OKXHTK,Whatever happened Ebola killing everybody? Is vaccine propaganda?,0.0,0.6666666666666666,neutral
24V6P434,"“<> Yes, Childhood Vaccines Are Safe. <>",1.0,1.0,positive
O0881QQH,"“<> On average, people complain live longer -- Releasing tension increases immunity boosts health.” <>",0.0,0.6666666666666666,neutral
20KX6K2D,LA Co. Health officials say 15 patients diagnosed measles contact 700 people infectious. <>,0.0,1.0,neutral
MRV3WZPV,I care many articles post. I'm still getting future children vaccinated.,1.0,0.6666666666666666,positive
IKXL3M99,.<> talks 1991 Philadelphia Measles Epidemic #AAcon15 @ The Peabody Memphis <>,0.0,1.0,neutral
PZX4OY37,This vaccinate children. Now there's measles outbreak...,1.0,1.0,positive
Z0UAJ8VA,"#BART rider w measles rode Feb 4-7, El Cerrito - Berkeley. Haven't vaccinated? Check symptoms --&gt; <> #BayArea",0.0,1.0,neutral
HAOS91CB,"Immunization debate: There always debate regarding children immunizations.""I knew I didn't... <>",0.0,0.6666666666666666,neutral
9ZHXR8WU,It's World Immunization Week!! VACCINATE YOUR CHILDREN,1.0,1.0,positive
92LEWEZW,"""<> CDC: Measles total swells 121 17 states <>",0.0,1.0,neutral
4E5N4V80,"<> RT <> Two confirmed cases measles Denver area. C’mon, folks. <>",0.0,0.6666666666666666,neutral
EQNOVGKJ,People vaccinate children allowed children,1.0,0.6666666666666666,positive
9TPVUVKY,Suspected measles case linked Paradise Valley school: The principal Kiva Elementary Paradise Valley sent… <>,0.0,1.0,neutral
ZECGNAY3,"<> criticism, allowed go public school without vaccinated kid?",0.0,1.0,neutral
LU9IMM1G,Measles AZ? Glad I'm going #SuperBowl <> <> #supercontagious,0.0,1.0,neutral
B94L8GKV,“<> Disneyland Measles Outbreak Reaches Twenty Patients Four States <> <>,0.0,1.0,neutral
99OGZ0M8,"Packed house #ShotsForShots! Thanks Kent, Ohio supporting #immunizations children need worldwide! 🌍💙🎶 <>",1.0,1.0,positive
IBZVIHDH,<> simple. Vaccinate kids. The end.,1.0,1.0,positive
HA7L3ELP,<> wonder kids vaccines,0.0,0.6666666666666666,neutral
4RTHHAAM,"Amid Measles Outbreak, Few Rules Exist Concerning Teacher Vaccinations: While much attention ongoing… <>",0.0,0.6666666666666666,neutral
4SBHIJT2,People think vaccines cause autism... Have actually done research all??,1.0,1.0,positive
AH06ZS9J,"What say?! ""<> Health experts hope millions experimental doses Ebola vaccines ready 2015. <>",0.0,0.6666666666666666,neutral
MQFJS04K,<> make sure everybody gets vaccinated checked I money spread awareness disease cancer #EnsuranceSave30,1.0,1.0,positive
N202YROS,<> I guess fact DPT vaccine autism listed side effect people confused <>,-1.0,0.6666666666666666,negative
HHJXLPQF,"When I hear measles outbreak Disney I think ""thank god I get it"" considering I Disney right before.",0.0,1.0,neutral
W48Z91DF,<> <> <> eMTs greater risk catching measles get bola cautions,0.0,1.0,neutral
UOB14ELT,I cannot fathom Y U wldnt vaccinate UR kids. Shits debunked ppl. Even u BOUGHT IN2 it. JOIN US IN 2015 GLOBAL TRAV PUTS @ RISK!,1.0,0.6666666666666666,positive
M7PJDDX6,Lasted three days new Facebook group parents pissing hippies vaccine truth. Oh well.,1.0,1.0,positive
XUK2R9C8,I think insanity people vaccinate pets... Why hell would think vaccinating children?,1.0,1.0,positive
X1XMNAZ4,<> yoga teachers make enough money believe vaccinating kids. Wife's yoga teacher kid fully vaxed.,1.0,0.6666666666666666,positive
9X4PPC4G,Why vaccinate kids? <> #immunizeMN,1.0,0.6666666666666666,positive
5VY29577,"Moorpark College Warns Students, Staff Possible Measles Exposure <>",0.0,1.0,neutral
U8KYFLKI,<> 102 confirmed measles cases United States? Is NHL players people?,0.0,1.0,neutral
WCDN1ZSY,"""Love measles everyone go this"".",0.0,1.0,neutral
T3KJP8E1,"<> <> I vaccinate I trust need to. Another fear tactic ""master narrative.""",-1.0,0.6666666666666666,negative
BM1R1ABC,Hmm <> National dogs day trending. What human vaccine injured KIDS? .<> #CDCwhistleblower”,-1.0,1.0,negative
4GF1O6QE,5 In Ventura County Among Reported Cases Of Measles In California <>,0.0,0.6666666666666666,neutral
GKNTK5K4,Looks like I legit case measles. #botchedspraytan,0.0,1.0,neutral
DQ5E06FA,"I think song ""read book"" Dmite needs updating include line vaccinating kids.",1.0,1.0,positive
4VGCVJ1O,"""More people need armed. It's like vaccinating societal disease crime"" -Rando Hick #thingsoverheard #wut #thisisnotthesouth",0.0,1.0,neutral
VW7WXBEA,58 people faith-healing community NY diagnosed measles refusing vaccinations. Come now.,1.0,1.0,positive
OCT5BMKD,Soooooo I got told sex gives cancer measles !!! Ahaha,0.0,1.0,neutral
PFKM68LX,#Ebola Measles Cases Predicted Almost Double Ebola Epidemic Countries - Newswise (press release) <>,0.0,1.0,neutral
Z1PK4BQH,Why u vaccinate child? Why would u want protect ur child life-threatening diseases &amp; put kids danger?,1.0,1.0,positive
D1GMIAQ2,Do I hear <> yelling mmr techs ?? x),0.0,1.0,neutral
E5S7SXUL,“<> How Can About Money? #Immunizations Free! Right? #health #vaccines <> <>,1.0,1.0,positive
5BZYEXAB,"Apparently, student Moorpark College dx Measles. A professor walked worried might exposed.",0.0,1.0,neutral
38GPOXGD,Just ate Bonzai hope I get measles. 😂,0.0,1.0,neutral
VIE7GI9K,"Oy! Doctors say vaccinate kids, guy Deuce Bigalow: European Gigolo says otherwise // <>",1.0,0.6666666666666666,positive
XFA620S0,MT #vaccination <> #Measles highly contagious ... almost always preventable. <> <>,1.0,0.6666666666666666,positive
CM2MDE75,It's kind intense watching <> #VaccineWar baby. #HerdImmunity,0.0,1.0,neutral
QOBSX60B,"How brought measles back choice ""<> Well: Putting Us All Risk Measles <>",-1.0,0.3333333333333333,negative
R3AVI741,"make sure immunized, friends! RT “<> Massachusetts reports 18 #flu deaths; Boston declares public health emergency.”",1.0,1.0,positive
6YWL3A0H,"You dont even know whats vaccines, How argue fact? Diseases men women rising rising.",-1.0,1.0,negative
5DPHK0CX,<> duh! Do want Measles?!,1.0,0.6666666666666666,positive
2FVH9MQX,“<> Wondering caught flu? CDC says year's #flu vaccine 23 percent effective: <>,0.0,0.6666666666666666,neutral
FVK089XZ,AntiVaccine people prosecuted child gets disease vaccine would prevented. Only medical exemption permitted,1.0,1.0,positive
ZSDFYLPJ,<> This parents handled mumps better option. Now plain stupid. Measles dead serious.,1.0,0.6666666666666666,positive
COR38DDF,<> <> <> Vaccines safe 4 ALL kids <> <> <>,1.0,1.0,positive
TCO9WK8R,Please get vaccinated &amp; vaccinate children measles. I almost died 6 weeks age measles contracted 6 yr old cousin,1.0,1.0,positive
OW31FXSC,Viral evasion: measles Nipah viruses elude detection <> nice synopsis <> <> studies,0.0,1.0,neutral
GIDESVGS,"Every 20 seconds, child dies vaccine-preventable disease. Help expand access #vaccines globally 2015 budget. <>",1.0,1.0,positive
BYYQBPB3,<> I remember #Kyrgyzstan #pediatrician calling &amp; reminding baby's #vaccination schedule - felt great.,1.0,1.0,positive
Y4I5PPRP,A cut federal immunization programs despite negative propaganda measles break via <> <>,0.0,0.6666666666666666,neutral
MO5HJNM3,Why Your Dog Can Get Vaccinated Against Lyme Disease And You Can't <> Most read neighbors #Nonantum #Newton,1.0,0.6666666666666666,positive
RW5FZ5I4,"Not sure Sharyl Attkisson vaccine truther, sure ask lot questions. <>",0.0,0.6666666666666666,neutral
LMDO92QV,Vaccinations Singapore. Hope I get typhoid fever! #singaporebound (@ Kendall County Health & Human Services) <>,1.0,1.0,positive
5BDRFHHL,"“<> On average, people complain live longer -- Releasing tension increases immunity boosts health.” <>",0.0,1.0,neutral
20M3ME93,"Austin can't indicted case counter suit heard. State says immunity revoked, truthful #HollyBobo",0.0,0.6666666666666666,neutral
5ZS09KKW,Measles never anything good ol ebola... nice try cnn.,-1.0,0.3333333333333333,negative
3QJ6UU9P,HB5364 [NEW] Health; immunizations; exemptions immunization requirements; expand statements exemption ... <>,1.0,0.6666666666666666,positive
8EHW0QRT,My baby got painful lump back leg vaccine. 😔🐶,-1.0,0.6666666666666666,negative
AU1PDU7S,<> <> <> <> <> debate... You get kids vaccinated.,1.0,1.0,positive
8ZX9BOMZ,I understand people can't vaccinate kids!!!!,1.0,1.0,positive
7K5UFJWU,#DYK 1 child dies every 20 sec vaccine-preventable disease? <> works give every child shot life. #vaccineswork,1.0,0.6666666666666666,positive
GFT6ZDV5,"""I believe vaccinating kids, I get dog booster shots every year""",1.0,0.6666666666666666,positive
E2MF6SHZ,AM-News : Girl may exposed HIV vaccination: Northern Health investigating young girl… <>,-1.0,0.6666666666666666,negative
GGO2U3XV,<> <> <> <> measles eradicated 2000 ish?,0.0,1.0,neutral
E0MZO9US,"If kid public school vaccinated, endanger un-vaccinated kids?",0.0,0.6666666666666666,neutral
17TFPAZM,"So yeah, rude unnecessarily spreading false ideas. Refer autism linked vaccines",1.0,0.6666666666666666,positive
M67Z5Q0A,Docs parents: Get kids vaccinated measles: Pediatricians 10 Baltimore-area hospitals city's… <>,1.0,1.0,positive
6WOTWCIX,I credit strong immunity system sampling communal lipsticks Lancôme counter high school.,0.0,1.0,neutral
9Q13B59P,#ILoveObama Because Good Man A den vipers. I hope Bonehead &amp; Net Yay Who catch #Measles!,0.0,1.0,neutral
H6GTC8WO,Go crochet...or...vaccinate fat kids. 😂😂😂😂😩😩😩,1.0,1.0,positive
G1J1K2PW,10s thousands could die measles Ebola aftermath MT <> <>,0.0,0.6666666666666666,neutral
X7H4K0G5,<> When mixed vaccines...the fluoride killed rats study! EPA whistleblower fired! Don't drink tapH20,-1.0,0.6666666666666666,negative
YSIU4N0B,"Good news, ask science - <> CDC hits back anti-vaccine movement <> via <>",1.0,0.6666666666666666,positive
ID5H0GVF,"#pharmaceutical Vaccine Pharmaceutical Sales Representative - InventivHealth - Fort Myers, FL <>",0.0,1.0,neutral
Y2WUSKVI,MT <> Slate Independent's 12 para piece BY Andrew Wakefield measles outbreak MT <> <>,0.0,0.6666666666666666,neutral
30X8OK8M,Next time Ebola outbreak government release measles vaccine tell everyone Ebola vaccine. #LiesSaveLives,1.0,1.0,positive
566JHBTW,"Doctors Debate Need Child Vaccinations: The start school year getting close, means parents... <>",0.0,0.6666666666666666,neutral
EF4YHKMA,I hope everyone generation vaccinates fucking kids,1.0,0.6666666666666666,positive
QAWOGKZC,“<> AIDS vaccine created Oregon Health &amp; Science University may clear virus body <>,1.0,0.6666666666666666,positive
5EIPNJ8O,"C'mon internet. Jokes measles Disneyland unfunny lazy. Stop it. Now, get creative.",0.0,1.0,neutral
J1HLNEYH,Help prevent overdose deaths calling 911.WA law provides immunity possession charges <>,0.0,1.0,neutral
0N4UIEW4,Great questions school immunization requirements licensed pharmacy interns #HB817 hearing. #pharmacy,0.0,0.6666666666666666,neutral
TQ2CILOB,<> <> I three healthy vaccinated children. We're also saving lives can't. #vaccinations work.,1.0,1.0,positive
AE7R3MGE,"<> previously vaccinated people's antibodies low get disease adults, good!",0.0,0.6666666666666666,neutral
4VJM2UGH,When ur friends Disneyland can't go cause MEASLES,1.0,0.6666666666666666,positive
5OCE6HE5,Santa Cruz County Hold Free Whooping Cough Vaccinations Middle High Schoolers <> via <>,0.0,0.6666666666666666,neutral
LKGIRP4P,"Measles NY, Quebec. Only matter time Vermont",0.0,1.0,neutral
SUURL36Q,"""<> Doctors Warn Against ‘Measles Parties’ <> would think ppl common sense nit this…",1.0,0.6666666666666666,positive
0DKIZPNP,"Adult MMR Vaccine: Advantages, Side Effects, Guidelines <>",0.0,1.0,neutral
GXTWT6II,<> #autism Plz RT! FEDERAL VAX LAW NOW IN WORKS! Plz SIGN! <> &amp; CONTACT CONGRESS! <>,0.0,0.6666666666666666,neutral
B46VAY3W,<> <> vaccines cause autism. But <> speak discrimination <>,1.0,1.0,positive
2R5OGXRX,"#Repost shesurs repostapp. ・・・ #Mmr <> luv ""Come Over"" #ComeOver #ManyMenRecords… <>",0.0,1.0,neutral
IRMOFYRA,"Why should, shouldn't, worry measles <>",0.0,0.6666666666666666,neutral
3P3KPU7W,"""Jesus vaccinate, neither kids"" dumbest thing I've ever heard",1.0,1.0,positive
R5M5G42W,Change policy likely lower number exemptions Michigan's vaccine requirements: Associated Press - Health… <>,0.0,1.0,neutral
L1UDODHW,Possible measles exposure Bellingham: BELLINGHAM — The Whatcom County Health Department notified that... <>,0.0,1.0,neutral
PPS3YB3N,...I'll Be Back <> #mmr #mixmasterrod #dc #dupontcircle #madhatte @ MixMasterRod's Upstairs Lounge <>,0.0,1.0,neutral
